Airline,Source,Destination,Route,Duration,Total_Stops,month,day in a month,Dep_hour,Dep_minute,Arrival_Hour,Arrival_Minute
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,3,15,15,20,17,55
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,6,27,15,15,18,10
Jet Airways,Delhi,Cochin,DEL → BOM → COK,335,1,6,9,22,50,4,25
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,6,15,14,55,17,25
Jet Airways,Banglore,New Delhi,BLR → MAA → DEL,885,1,3,12,9,45,0,30
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,740,1,5,1,8,25,20,45
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1530,1,5,27,17,30,19,0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,335,1,5,27,22,50,4,25
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,705,1,3,6,7,30,19,15
IndiGo,Banglore,New Delhi,BLR → DEL,175,0,3,24,18,25,21,20
SpiceJet,Kolkata,Banglore,CCU → MAA → BLR,340,1,3,24,15,5,20,45
Air India,Kolkata,Banglore,CCU → BBI → BLR,245,1,6,9,9,10,13,15
IndiGo,Delhi,Cochin,DEL → HYD → COK,480,1,3,21,14,20,22,20
GoAir,Banglore,Delhi,BLR → DEL,165,0,4,9,20,55,23,40
IndiGo,Kolkata,Banglore,CCU → BLR,160,0,3,12,20,25,23,5
SpiceJet,Banglore,Delhi,BLR → DEL,175,0,5,24,21,10,0,5
Air Asia,Kolkata,Banglore,CCU → DEL → BLR,955,1,5,6,7,35,23,30
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,1390,2,4,9,13,25,12,35
Jet Airways,Delhi,Cochin,DEL → JDH → BOM → COK,440,2,6,3,11,40,19,0
Air India,Delhi,Cochin,DEL → COK,170,0,6,18,5,10,8,0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,450,1,5,27,11,30,19,0
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,6,15,19,50,22,50
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,465,1,5,27,17,45,1,30
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1520,1,5,9,9,35,10,55
Multiple carriers,Delhi,Cochin,DEL → IDR → BOM → COK,625,2,6,24,15,5,1,30
Air India,Delhi,Cochin,DEL → JDH → BOM → COK,1820,2,4,9,12,55,19,15
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,6,6,22,15,0,50
Jet Airways,Delhi,Cochin,DEL → BOM → COK,540,1,5,27,10,0,19,0
Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,910,2,6,12,21,25,12,35
Air India,Kolkata,Banglore,CCU → BOM → COK → BLR,1700,2,6,9,9,25,13,45
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,4,24,17,45,20,45
Jet Airways,Banglore,Delhi,BLR → DEL,165,0,4,27,6,0,8,45
IndiGo,Delhi,Cochin,DEL → BLR → COK,295,1,5,15,5,10,10,5
IndiGo,Kolkata,Banglore,CCU → BLR,160,0,6,15,21,25,0,5
Air India,Banglore,New Delhi,BLR → CCU → DEL,1330,1,3,1,11,5,9,15
Jet Airways,Delhi,Cochin,DEL → BOM → COK,610,1,3,27,18,15,4,25
IndiGo,Banglore,Delhi,BLR → DEL,170,0,6,1,23,30,2,20
IndiGo,Banglore,New Delhi,BLR → HYD → DEL,260,1,3,18,16,15,20,35
Air Asia,Delhi,Cochin,DEL → BLR → COK,660,1,3,21,20,10,7,10
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,6,21,17,45,20,45
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1355,1,6,24,14,0,12,35
Jet Airways,Banglore,Delhi,BLR → DEL,185,0,6,9,18,55,22,0
SpiceJet,Kolkata,Banglore,CCU → BLR,160,0,3,24,6,55,9,35
Vistara,Banglore,Delhi,BLR → DEL,170,0,6,27,11,30,14,20
Air India,Banglore,New Delhi,BLR → MAA → DEL,1265,1,3,6,11,50,8,55
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,710,1,3,24,16,55,4,45
Air India,Delhi,Cochin,DEL → TRV → COK,1535,1,5,15,5,15,6,50
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,925,1,6,12,7,5,22,30
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,3,3,14,40,17,5
Air Asia,Kolkata,Banglore,CCU → BBI → BLR,220,1,4,9,6,50,10,30
IndiGo,Banglore,New Delhi,BLR → DEL,175,0,3,9,18,25,21,20
Vistara,Delhi,Cochin,DEL → COK,190,0,4,15,6,0,9,10
Air Asia,Kolkata,Banglore,CCU → DEL → BLR,710,1,5,24,7,35,19,25
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4,9,20,0,22,50
SpiceJet,Banglore,Delhi,BLR → DEL,170,0,4,3,9,30,12,20
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,6,3,19,5,20,35
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,690,1,5,9,7,30,19,0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,530,1,3,27,10,0,18,50
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1215,1,6,12,8,25,4,40
Air India,Kolkata,Banglore,CCU → BOM → GOI → BLR,1210,2,3,24,9,25,5,35
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,965,1,3,18,16,55,9,0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,755,1,3,6,13,0,1,35
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,1025,2,5,9,19,30,12,35
IndiGo,Banglore,Delhi,BLR → DEL,180,0,4,9,16,55,19,55
Vistara,Kolkata,Banglore,CCU → DEL → BLR,930,1,5,1,7,10,22,40
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,690,1,6,6,7,30,19,0
SpiceJet,Chennai,Kolkata,MAA → CCU,140,0,3,27,17,45,20,5
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1425,1,6,1,19,15,19,0
SpiceJet,Mumbai,Hyderabad,BOM → HYD,90,0,6,18,13,15,14,45
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,5,18,22,15,0,50
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1485,1,5,27,18,15,19,0
Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,1295,2,6,1,21,25,19,0
Air Asia,Delhi,Cochin,DEL → BLR → COK,330,1,5,9,7,55,13,25
Air India,Delhi,Cochin,DEL → BOM → COK,735,1,5,15,7,0,19,15
IndiGo,Delhi,Cochin,DEL → BOM → COK,485,1,3,3,17,30,1,35
Jet Airways,Delhi,Cochin,DEL → BOM → COK,300,1,5,21,14,0,19,0
SpiceJet,Banglore,Delhi,BLR → DEL,170,0,6,6,9,30,12,20
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,385,1,3,1,12,50,19,15
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,6,3,19,35,21,55
Air India,Banglore,New Delhi,BLR → DEL,165,0,3,9,17,0,19,45
Air India,Kolkata,Banglore,CCU → BOM → GOI → BLR,765,2,6,6,16,50,5,35
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,950,1,3,12,18,55,10,45
Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,1620,2,6,3,9,35,12,35
Air India,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,1585,3,6,15,5,15,7,40
GoAir,Banglore,New Delhi,BLR → DEL,175,0,3,9,7,45,10,40
Air India,Delhi,Cochin,DEL → CCU → BOM → COK,1490,2,6,6,6,50,7,40
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,520,1,6,6,20,0,4,40
Air India,Delhi,Cochin,DEL → BHO → BOM → COK,1545,2,5,21,5,55,7,40
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4,18,23,30,2,20
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,375,1,6,3,13,0,19,15
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,630,1,6,12,8,45,19,15
Air India,Delhi,Cochin,DEL → HYD → BOM → COK,1560,2,5,18,17,15,19,15
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1025,1,6,12,18,55,12,0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1280,1,5,21,7,5,4,25
Jet Airways,Delhi,Cochin,DEL → BOM → COK,335,1,3,21,22,50,4,25
IndiGo,Banglore,Delhi,BLR → DEL,170,0,5,18,10,10,13,0
Vistara,Kolkata,Banglore,CCU → DEL → BLR,1550,1,3,24,20,20,22,10
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,730,1,5,12,21,10,9,20
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,1025,2,5,18,19,30,12,35
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,510,1,3,6,10,20,18,50
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1385,1,3,9,19,45,18,50
IndiGo,Delhi,Cochin,DEL → HYD → COK,560,1,5,15,6,50,16,10
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,475,1,5,18,8,25,16,20
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,5,18,10,20,11,50
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4,12,23,30,2,20
SpiceJet,Chennai,Kolkata,MAA → CCU,135,0,5,21,9,45,12,0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,600,1,6,6,9,0,19,0
Vistara Premium economy,Banglore,New Delhi,BLR → DEL,155,0,3,3,16,0,18,35
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,465,1,5,15,11,30,19,15
SpiceJet,Banglore,Delhi,BLR → DEL,175,0,4,9,21,10,0,5
Vistara,Kolkata,Banglore,CCU → DEL → BLR,1580,1,5,6,20,20,22,40
Vistara,Banglore,Delhi,BLR → DEL,160,0,4,12,7,0,9,40
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,660,1,5,9,10,0,21,0
Air India,Kolkata,Banglore,CCU → DEL → AMD → BLR,1165,2,4,1,10,0,5,25
Vistara,Banglore,Delhi,BLR → DEL,165,0,6,1,19,30,22,15
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1395,1,5,18,19,45,19,0
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,540,1,3,3,7,10,16,10
Vistara,Delhi,Cochin,DEL → COK,190,0,4,21,14,40,17,50
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,385,1,4,9,12,50,19,15
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,520,1,6,6,10,35,19,15
Air India,Banglore,Delhi,BLR → DEL,170,0,4,21,21,5,23,55
IndiGo,Delhi,Cochin,DEL → HYD → COK,320,1,5,18,6,50,12,10
Air India,Banglore,New Delhi,BLR → HYD → DEL,240,1,3,15,8,15,12,15
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,585,1,6,9,18,55,4,40
IndiGo,Banglore,Delhi,BLR → DEL,175,0,4,6,18,25,21,20
Air India,Delhi,Cochin,DEL → CCU → BOM → COK,1580,2,6,24,16,55,19,15
SpiceJet,Chennai,Kolkata,MAA → CCU,135,0,6,1,9,45,12,0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,585,1,5,15,18,55,4,40
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1495,1,4,1,18,55,19,50
Jet Airways,Delhi,Cochin,DEL → BOM → COK,715,1,6,9,7,5,19,0
Air India,Delhi,Cochin,DEL → GOI → BOM → COK,500,2,6,1,10,55,19,15
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,1045,2,6,27,19,10,12,35
GoAir,Banglore,Delhi,BLR → DEL,170,0,4,18,11,40,14,30
IndiGo,Delhi,Cochin,DEL → HYD → COK,425,1,6,6,5,5,12,10
Air India,Delhi,Cochin,DEL → GOI → BOM → COK,1275,2,5,18,22,0,19,15
Jet Airways,Delhi,Cochin,DEL → BOM → COK,300,1,4,3,14,0,19,0
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,6,27,11,35,14,0
IndiGo,Kolkata,Banglore,CCU → PNQ → BLR,315,1,5,18,21,0,2,15
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,910,1,6,15,10,20,1,30
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,705,1,6,3,7,30,19,15
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,5,1,19,50,22,50
SpiceJet,Delhi,Cochin,DEL → BLR → COK,295,1,4,24,17,55,22,50
IndiGo,Banglore,New Delhi,BLR → DEL,165,0,3,9,6,0,8,45
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,585,1,5,12,18,55,4,40
IndiGo,Kolkata,Banglore,CCU → BLR,160,0,3,6,17,15,19,55
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,390,1,6,9,19,0,1,30
Air Asia,Delhi,Cochin,DEL → BLR → COK,330,1,3,3,16,45,22,15
Vistara,Banglore,Delhi,BLR → DEL,160,0,5,3,7,0,9,40
Jet Airways,Delhi,Cochin,DEL → UDR → BOM → COK,2045,2,3,21,18,20,4,25
Air India,Delhi,Cochin,DEL → BOM → COK,925,1,6,3,3,50,19,15
IndiGo,Delhi,Cochin,DEL → BOM → COK,570,1,6,24,16,0,1,30
Jet Airways,Delhi,Cochin,DEL → BOM → COK,365,1,3,6,22,20,4,25
Vistara,Banglore,New Delhi,BLR → DEL,160,0,3,9,16,10,18,50
GoAir,Delhi,Cochin,DEL → BOM → COK,350,1,3,3,7,0,12,50
Vistara,Banglore,Delhi,BLR → DEL,165,0,6,3,19,30,22,15
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1640,1,5,18,16,30,19,50
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,4,3,8,20,11,20
SpiceJet,Delhi,Cochin,DEL → MAA → COK,315,1,5,21,6,5,11,20
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,960,1,6,12,20,0,12,0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,420,1,5,18,14,0,21,0
SpiceJet,Kolkata,Banglore,CCU → PNQ → BLR,520,1,5,24,8,35,17,15
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,540,1,5,9,10,0,19,0
SpiceJet,Kolkata,Banglore,CCU → BLR,140,0,4,21,22,20,0,40
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,3,6,5,15,7,35
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,380,1,3,1,8,55,15,15
IndiGo,Kolkata,Banglore,CCU → HYD → BLR,265,1,5,18,19,20,23,45
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,6,1,13,15,15,35
Air India,Banglore,New Delhi,BLR → CCU → GAU → DEL,665,2,3,18,11,5,22,10
Air India,Banglore,New Delhi,BLR → CCU → DEL,1015,1,3,1,5,50,22,45
Jet Airways,Delhi,Cochin,DEL → BOM → COK,825,1,4,1,22,50,12,35
Air India,Delhi,Cochin,DEL → NAG → BOM → COK,1545,2,3,6,5,55,7,40
IndiGo,Delhi,Cochin,DEL → HYD → COK,835,1,6,6,8,35,22,30
Air India,Delhi,Cochin,DEL → BLR → COK,315,1,3,21,17,45,23,0
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1155,1,5,6,14,5,9,20
Jet Airways,Delhi,Cochin,DEL → BOM → COK,450,1,6,6,20,55,4,25
Jet Airways,Delhi,Cochin,DEL → BOM → COK,540,1,4,1,10,0,19,0
Vistara,Kolkata,Banglore,CCU → DEL → BLR,1440,1,5,15,20,20,20,20
Jet Airways,Delhi,Cochin,DEL → BDQ → BOM → COK,1090,2,6,12,18,25,12,35
IndiGo,Banglore,Delhi,BLR → DEL,175,0,6,9,7,10,10,5
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,3,27,20,5,21,35
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1280,1,5,18,7,5,4,25
Air India,Delhi,Cochin,DEL → BOM → COK,375,1,6,6,13,0,19,15
Jet Airways,Delhi,Cochin,DEL → BOM → COK,870,1,3,3,13,55,4,25
Air India,Mumbai,Hyderabad,BOM → HYD,80,0,5,27,21,5,22,25
Jet Airways,Delhi,Cochin,DEL → BOM → COK,775,1,3,9,6,50,19,45
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,5,9,5,15,7,40
Vistara,Kolkata,Banglore,CCU → DEL → BLR,1350,1,5,21,20,20,18,50
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,6,1,5,30,4,25
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,325,1,3,1,7,0,12,25
SpiceJet,Mumbai,Hyderabad,BOM → HYD,85,0,3,9,8,50,10,15
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,435,1,3,21,8,55,16,10
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,740,1,5,6,8,25,20,45
Air India,Delhi,Cochin,DEL → HYD → MAA → COK,1210,2,6,27,13,15,9,25
Air India,Delhi,Cochin,DEL → GOI → BOM → COK,1275,2,3,3,22,0,19,15
Vistara,Chennai,Kolkata,MAA → CCU,135,0,5,27,7,5,9,20
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,630,1,5,15,8,30,19,0
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,845,1,3,21,11,30,1,35
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4,27,4,0,6,50
IndiGo,Delhi,Cochin,DEL → HYD → MAA → COK,985,2,3,3,4,55,21,20
SpiceJet,Delhi,Cochin,DEL → MAA → COK,315,1,4,21,6,5,11,20
Air Asia,Delhi,Cochin,DEL → BLR → COK,830,1,5,27,16,45,6,35
SpiceJet,Chennai,Kolkata,MAA → CCU,135,0,5,21,8,20,10,35
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,435,1,3,21,8,0,15,15
Air India,Kolkata,Banglore,CCU → IXR → DEL → BLR,1625,2,5,1,5,50,8,55
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1655,1,5,27,9,0,12,35
Jet Airways,Delhi,Cochin,DEL → BOM → COK,300,1,5,27,14,0,19,0
GoAir,Banglore,Delhi,BLR → DEL,170,0,5,24,11,40,14,30
Air India,Delhi,Cochin,DEL → COK,170,0,4,24,5,10,8,0
Air India,Kolkata,Banglore,CCU → DEL → COK → BLR,920,2,5,6,10,0,1,20
Air India,Delhi,Cochin,DEL → BLR → COK,320,1,6,15,17,40,23,0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,610,1,6,6,18,15,4,25
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1655,1,3,24,8,25,12,0
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,575,1,5,6,9,35,19,10
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1690,1,5,9,14,5,18,15
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,840,1,3,6,21,25,11,25
SpiceJet,Chennai,Kolkata,MAA → CCU,155,0,3,1,9,30,12,5
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,4,6,15,15,18,10
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,4,1,4,40,7,15
IndiGo,Kolkata,Banglore,CCU → MAA → BLR,280,1,5,18,17,35,22,15
Air India,Kolkata,Banglore,CCU → BLR,150,0,4,24,14,15,16,45
Air India,Delhi,Cochin,DEL → BOM → COK,675,1,3,6,8,0,19,15
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,475,1,3,24,8,25,16,20
Vistara,Kolkata,Banglore,CCU → DEL → BLR,530,1,3,24,9,55,18,45
IndiGo,Mumbai,Hyderabad,BOM → HYD,85,0,3,9,6,20,7,45
Jet Airways,Delhi,Cochin,DEL → BOM → COK,940,1,6,24,20,55,12,35
SpiceJet,Kolkata,Banglore,CCU → BLR,155,0,6,12,6,55,9,30
GoAir,Banglore,Delhi,BLR → DEL,175,0,6,1,7,45,10,40
Air India,Kolkata,Banglore,CCU → DEL → BLR,805,1,5,21,7,0,20,25
IndiGo,Delhi,Cochin,DEL → HYD → COK,275,1,4,24,7,35,12,10
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1110,1,3,3,9,55,4,25
Vistara,Chennai,Kolkata,MAA → CCU,135,0,3,21,7,5,9,20
Air India,Delhi,Cochin,DEL → AMD → BOM → COK,2295,2,3,9,5,0,19,15
Jet Airways,Banglore,Delhi,BLR → DEL,185,0,6,15,18,55,22,0
Vistara,Kolkata,Banglore,CCU → DEL → BLR,1550,1,4,1,17,0,18,50
Vistara,Delhi,Cochin,DEL → COK,190,0,5,9,14,40,17,50
Air India,Banglore,Delhi,BLR → DEL,170,0,6,9,13,20,16,10
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,690,1,5,6,9,35,21,5
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,395,1,5,15,17,0,23,35
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1655,1,5,9,6,30,10,5
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,4,12,20,20,22,55
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,450,1,6,15,18,0,1,30
Jet Airways,Delhi,Cochin,DEL → COK,195,0,4,18,11,0,14,15
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,575,1,6,12,9,35,19,10
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,750,1,6,1,13,0,1,30
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,680,1,3,6,7,30,18,50
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,5,21,7,10,10,10
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,6,21,20,20,22,55
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,3,3,2,55,4,25
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1570,1,5,18,17,0,19,10
SpiceJet,Delhi,Cochin,DEL → BLR → COK,295,1,4,6,17,55,22,50
Air India,Banglore,New Delhi,BLR → DEL,165,0,3,3,21,10,23,55
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,520,1,3,24,13,55,22,35
IndiGo,Delhi,Cochin,DEL → HYD → COK,425,1,5,27,5,5,12,10
Air India,Banglore,New Delhi,BLR → DEL,165,0,3,9,21,10,23,55
Air India,Delhi,Cochin,DEL → CCU → BOM → COK,1490,2,6,1,6,50,7,40
SpiceJet,Kolkata,Banglore,CCU → BLR,140,0,3,1,22,20,0,40
Jet Airways,Delhi,Cochin,DEL → BOM → COK,660,1,6,15,8,0,19,0
GoAir,Delhi,Cochin,DEL → BOM → COK,540,1,6,15,10,35,19,35
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,4,21,11,10,14,5
Air India,Delhi,Cochin,DEL → COK,185,0,5,15,18,5,21,10
Air Asia,Kolkata,Banglore,CCU → BLR,155,0,4,24,10,20,12,55
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,780,1,5,18,6,0,19,0
Jet Airways,Mumbai,Hyderabad,BOM → HYD,85,0,4,3,2,55,4,20
IndiGo,Delhi,Cochin,DEL → HYD → COK,455,1,6,15,8,35,16,10
Vistara,Banglore,Delhi,BLR → DEL,160,0,5,18,7,0,9,40
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,775,1,3,24,21,10,10,5
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,1760,2,5,9,23,5,4,25
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,300,1,3,15,5,45,10,45
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,520,1,5,15,20,0,4,40
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,6,1,7,10,10,10
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,4,21,7,10,10,10
Air India,Banglore,Delhi,BLR → DEL,165,0,5,18,10,0,12,45
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,730,1,5,9,16,30,4,40
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,5,21,19,35,21,55
SpiceJet,Banglore,New Delhi,BLR → PNQ → DEL,475,1,3,21,10,20,18,15
Air India,Mumbai,Hyderabad,BOM → JDH → DEL → HYD,1775,2,3,6,9,40,15,15
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,1615,2,6,1,9,40,12,35
Air India,Delhi,Cochin,DEL → MAA → COK,765,1,4,6,20,40,9,25
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,455,1,5,18,11,40,19,15
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,4,15,17,10,19,40
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,705,1,5,27,7,30,19,15
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1420,1,3,15,8,0,7,40
Jet Airways,Delhi,Cochin,DEL → NAG → BOM → COK,830,2,6,1,14,35,4,25
Air India,Banglore,New Delhi,BLR → COK → DEL,770,1,3,21,22,0,10,50
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,590,1,5,9,8,25,18,15
Air Asia,Kolkata,Banglore,CCU → BLR,150,0,4,1,19,55,22,25
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1315,1,5,1,14,5,12,0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1570,1,5,9,2,15,4,25
SpiceJet,Banglore,Delhi,BLR → DEL,175,0,5,1,21,10,0,5
Air India,Delhi,Cochin,DEL → BOM → COK,1215,1,3,21,23,0,19,15
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1210,1,6,15,22,50,19,0
Jet Airways,Delhi,Cochin,DEL → BOM → COK,655,1,3,27,17,30,4,25
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,4,6,17,10,19,40
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1270,1,5,9,21,50,19,0
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,5,27,20,20,22,55
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1240,1,3,27,23,5,19,45
Air Asia,Banglore,Delhi,BLR → DEL,170,0,5,3,4,55,7,45
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,390,1,5,1,19,0,1,30
Air India,Banglore,New Delhi,BLR → BOM → BHO → DEL,1800,2,3,12,17,25,23,25
Air India,Banglore,New Delhi,BLR → HYD → DEL,790,1,3,15,8,15,21,25
SpiceJet,Banglore,Delhi,BLR → DEL,175,0,6,15,21,10,0,5
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1080,1,6,6,20,25,14,25
IndiGo,Delhi,Cochin,DEL → HYD → COK,480,1,3,6,14,20,22,20
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,525,1,3,12,22,55,7,40
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,750,1,5,6,9,35,22,5
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,800,1,3,12,21,25,10,45
Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,370,1,3,15,22,55,5,5
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,450,1,5,18,21,10,4,40
Air India,Banglore,New Delhi,BLR → HYD → DEL,1155,1,3,1,17,0,12,15
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,5,6,17,15,19,50
Air Asia,Kolkata,Banglore,CCU → DEL → BLR,720,1,6,6,22,40,10,40
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,5,1,8,20,11,20
Vistara,Banglore,Delhi,BLR → DEL,170,0,5,3,21,0,23,50
IndiGo,Mumbai,Hyderabad,BOM → HYD,85,0,3,3,21,20,22,45
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1385,1,3,21,19,45,18,50
Air India,Banglore,Delhi,BLR → DEL,170,0,4,27,13,20,16,10
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1325,1,5,27,20,55,19,0
Air India,Chennai,Kolkata,MAA → CCU,135,0,6,15,11,40,13,55
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,345,1,5,21,14,5,19,50
